x,y,z,vy
14,49,72,-5.37133238e+00
14,49,73,-5.63658179e+00
14,49,74,nan
14,49,75,nan
14,49,76,nan
14,49,77,nan
14,49,78,nan
14,49,79,-6.03224424e+00
14,49,80,-5.60985802e+00
14,49,81,-5.52526538e+00
14,49,82,-5.58637930e+00
14,49,83,-5.99486644e+00
14,49,84,nan
14,49,85,nan
14,49,86,nan
14,49,87,nan
14,49,88,nan
14,49,89,nan
14,49,90,nan
14,49,91,nan
14,49,92,-5.99577379e+00
14,49,93,-5.65278411e+00
14,49,94,-5.52211664e+00
14,49,95,-5.44919789e+00
14,49,96,-5.36779185e+00
14,49,97,-5.28505188e+00
14,49,98,-5.22985185e+00
14,49,99,-5.18748696e+00
14,50,0,-5.99049028e+00
14,50,1,-5.60984042e+00
14,50,2,-5.52056991e+00
14,50,3,-5.54582714e+00
14,50,4,-5.68747728e+00
14,50,5,nan
14,50,6,nan
14,50,7,nan
14,50,8,nan
14,50,9,nan
14,50,10,nan
14,50,11,nan
14,50,12,nan
14,50,13,nan
14,50,14,nan
14,50,15,nan
14,50,16,nan
14,50,17,nan
14,50,18,nan
14,50,19,nan
14,50,20,nan
14,50,21,nan
14,50,22,nan
14,50,23,nan
14,50,24,nan
14,50,25,nan
14,50,26,nan
14,50,27,nan
14,50,28,nan
14,50,29,nan
14,50,30,nan
14,50,31,nan
14,50,32,nan
14,50,33,nan
14,50,34,nan
14,50,35,nan
14,50,36,-6.06243783e+00
14,50,37,-5.19933260e+00
14,50,38,-5.03794588e+00
14,50,39,-5.01065142e+00
14,50,40,-5.04248850e+00
14,50,41,-5.12341647e+00
14,50,42,-5.26161344e+00
14,50,43,-5.44400785e+00
14,50,44,-5.76405790e+00
14,50,45,nan
14,50,46,nan
14,50,47,nan
14,50,48,-6.46181679e+00
14,50,49,-5.50580345e+00
14,50,50,-5.25407658e+00
14,50,51,-5.17469372e+00
14,50,52,-5.15751349e+00
14,50,53,-5.14163196e+00
14,50,54,-5.09983704e+00
14,50,55,-5.04858103e+00
14,50,56,-5.03651381e+00
14,50,57,-5.11804499e+00
14,50,58,-5.43136340e+00
14,50,59,nan
14,50,60,nan
14,50,61,nan
14,50,62,nan
14,50,63,nan
14,50,64,nan
14,50,65,nan
14,50,66,nan
14,50,67,-6.22923122e+00
14,50,68,-5.75196749e+00
14,50,69,-5.69956370e+00
14,50,70,-5.80223778e+00
14,50,71,-6.64793310e+00
14,50,72,nan
14,50,73,nan
14,50,74,nan
14,50,75,nan
14,50,76,nan
14,50,77,nan
14,50,78,nan
14,50,79,nan
14,50,80,nan
14,50,81,nan
14,50,82,nan
14,50,83,nan
14,50,84,nan
14,50,85,nan
14,50,86,nan
14,50,87,nan
14,50,88,nan
14,50,89,nan
14,50,90,nan
14,50,91,nan
14,50,92,nan
14,50,93,nan
14,50,94,nan
14,50,95,nan
14,50,96,nan
14,50,97,nan
14,50,98,nan
14,50,99,nan
14,51,0,nan
14,51,1,nan
14,51,2,-6.09089507e+00
14,51,3,-5.95933783e+00
14,51,4,-6.37048918e+00
14,51,5,nan
14,51,6,nan
14,51,7,nan
14,51,8,nan
14,51,9,nan
14,51,10,nan
14,51,11,nan
14,51,12,nan
14,51,13,nan
14,51,14,nan
14,51,15,nan
14,51,16,nan
14,51,17,nan
14,51,18,nan
14,51,19,nan
14,51,20,nan
14,51,21,nan
14,51,22,nan
14,51,23,nan
14,51,24,nan
14,51,25,nan
14,51,26,nan
14,51,27,nan
14,51,28,nan
14,51,29,nan
14,51,30,nan
14,51,31,nan
14,51,32,nan
14,51,33,nan
14,51,34,nan
14,51,35,nan
14,51,36,nan
14,51,37,nan
14,51,38,nan
14,51,39,nan
14,51,40,nan
14,51,41,nan
14,51,42,nan
14,51,43,nan
14,51,44,nan
14,51,45,nan
14,51,46,nan
14,51,47,nan
14,51,48,nan
14,51,49,nan
14,51,50,nan
14,51,51,nan
14,51,52,-6.72508827e+00
14,51,53,-6.52905400e+00
14,51,54,-6.47977915e+00
14,51,55,-6.61860287e+00
14,51,56,nan
14,51,57,nan
14,51,58,nan
14,51,59,nan
14,51,60,nan
14,51,61,nan
14,51,62,nan
14,51,63,nan
14,51,64,nan
14,51,65,nan
14,51,66,nan
14,51,67,nan
14,51,68,nan
14,51,69,nan
14,51,70,nan
14,51,71,nan
14,51,72,nan
14,51,73,nan
14,51,74,nan
14,51,75,nan
14,51,76,nan
14,51,77,nan
14,51,78,nan
14,51,79,nan
14,51,80,nan
14,51,81,nan
14,51,82,nan
14,51,83,nan
14,51,84,nan
14,51,85,nan
14,51,86,nan
14,51,87,nan
14,51,88,nan
14,51,89,nan
14,51,90,nan
14,51,91,nan
14,51,92,nan
14,51,93,nan
14,51,94,nan
14,51,95,nan
14,51,96,nan
14,51,97,nan
14,51,98,nan
14,51,99,nan
14,52,0,nan
14,52,1,nan
14,52,2,nan
14,52,3,-6.15017974e+00
14,52,4,-6.45513489e+00
14,52,5,nan
14,52,6,nan
14,52,7,nan
14,52,8,nan
14,52,9,nan
14,52,10,nan
14,52,11,nan
14,52,12,nan
14,52,13,nan
14,52,14,nan
14,52,15,nan
14,52,16,nan
14,52,17,nan
14,52,18,nan
14,52,19,nan
14,52,20,nan
14,52,21,nan
14,52,22,nan
14,52,23,nan
14,52,24,nan
14,52,25,nan
14,52,26,nan
14,52,27,nan
14,52,28,nan
14,52,29,nan
14,52,30,nan
14,52,31,nan
14,52,32,nan
14,52,33,nan
14,52,34,nan
14,52,35,nan
14,52,36,nan
14,52,37,nan
14,52,38,nan
14,52,39,nan
14,52,40,nan
14,52,41,nan
14,52,42,nan
14,52,43,nan
14,52,44,nan
14,52,45,nan
14,52,46,nan
14,52,47,nan
14,52,48,nan
14,52,49,nan
14,52,50,nan
14,52,51,nan
14,52,52,nan
14,52,53,nan
14,52,54,nan
14,52,55,nan
14,52,56,nan
14,52,57,nan
14,52,58,nan
14,52,59,nan
14,52,60,nan
14,52,61,nan
14,52,62,nan
14,52,63,nan
14,52,64,nan
14,52,65,nan
14,52,66,nan
14,52,67,nan
14,52,68,nan
14,52,69,nan
14,52,70,nan
14,52,71,nan
14,52,72,nan
14,52,73,nan
14,52,74,nan
14,52,75,nan
14,52,76,nan
14,52,77,nan
14,52,78,nan
14,52,79,nan
14,52,80,nan
14,52,81,nan
14,52,82,nan
14,52,83,nan
14,52,84,nan
14,52,85,nan
14,52,86,nan
14,52,87,nan
14,52,88,nan
14,52,89,nan
14,52,90,nan
14,52,91,nan
14,52,92,nan
14,52,93,nan
14,52,94,nan
14,52,95,nan
14,52,96,nan
14,52,97,nan
14,52,98,nan
14,52,99,nan
14,53,0,nan
14,53,1,nan
14,53,2,nan
14,53,3,nan
14,53,4,nan
14,53,5,nan
14,53,6,nan
14,53,7,nan
14,53,8,nan
14,53,9,nan
14,53,10,nan
14,53,11,nan
14,53,12,nan
14,53,13,nan
14,53,14,nan
14,53,15,nan
14,53,16,nan
14,53,17,nan
14,53,18,nan
14,53,19,nan
14,53,20,nan
14,53,21,nan
14,53,22,nan
14,53,23,nan
14,53,24,nan
14,53,25,nan
14,53,26,nan
14,53,27,nan
14,53,28,nan
14,53,29,nan
14,53,30,nan
14,53,31,nan
14,53,32,nan
14,53,33,nan
14,53,34,nan
14,53,35,nan
14,53,36,nan
14,53,37,nan
14,53,38,nan
14,53,39,nan
14,53,40,nan
14,53,41,nan
14,53,42,nan
14,53,43,nan
14,53,44,nan
14,53,45,nan
14,53,46,nan
14,53,47,nan
14,53,48,nan
14,53,49,nan
14,53,50,nan
14,53,51,nan
14,53,52,nan
14,53,53,nan
14,53,54,nan
14,53,55,nan
14,53,56,nan
14,53,57,nan
14,53,58,nan
14,53,59,nan
14,53,60,nan
14,53,61,nan
14,53,62,nan
14,53,63,nan
14,53,64,nan
14,53,65,nan
14,53,66,nan
14,53,67,nan
14,53,68,nan
14,53,69,nan
14,53,70,nan
14,53,71,nan
14,53,72,nan
14,53,73,nan
14,53,74,nan
14,53,75,nan
14,53,76,nan
14,53,77,nan
14,53,78,nan
14,53,79,nan
14,53,80,nan
14,53,81,nan
14,53,82,nan
14,53,83,nan
14,53,84,nan
14,53,85,nan
14,53,86,nan
14,53,87,nan
14,53,88,nan
14,53,89,nan
14,53,90,nan
14,53,91,nan
14,53,92,nan
14,53,93,nan
14,53,94,nan
14,53,95,nan
14,53,96,nan
14,53,97,nan
14,53,98,nan
14,53,99,nan
14,54,0,nan
14,54,1,nan
14,54,2,nan
14,54,3,nan
14,54,4,nan
14,54,5,nan
14,54,6,nan
14,54,7,nan
14,54,8,nan
14,54,9,nan
14,54,10,nan
14,54,11,nan
14,54,12,nan
14,54,13,nan
14,54,14,nan
14,54,15,nan
14,54,16,nan
14,54,17,nan
14,54,18,nan
14,54,19,nan
14,54,20,nan
14,54,21,nan
14,54,22,nan
14,54,23,nan
14,54,24,nan
14,54,25,nan
14,54,26,nan
14,54,27,nan
14,54,28,nan
14,54,29,nan
14,54,30,nan
14,54,31,nan
14,54,32,nan
14,54,33,nan
14,54,34,nan
14,54,35,nan
14,54,36,nan
14,54,37,nan
14,54,38,nan
14,54,39,nan
14,54,40,nan
14,54,41,nan
14,54,42,nan
14,54,43,nan
14,54,44,nan
14,54,45,nan
14,54,46,nan
14,54,47,nan
14,54,48,nan
14,54,49,nan
14,54,50,nan
14,54,51,nan
14,54,52,nan
14,54,53,nan
14,54,54,nan
14,54,55,nan
14,54,56,nan
14,54,57,nan
14,54,58,nan
14,54,59,nan
14,54,60,nan
14,54,61,nan
14,54,62,nan
14,54,63,nan
14,54,64,nan
14,54,65,nan
14,54,66,nan
14,54,67,nan
14,54,68,nan
14,54,69,nan
14,54,70,nan
14,54,71,nan
14,54,72,nan
14,54,73,nan
14,54,74,nan
14,54,75,nan
14,54,76,nan
14,54,77,nan
14,54,78,nan
14,54,79,nan
14,54,80,nan
14,54,81,nan
14,54,82,nan
14,54,83,nan
14,54,84,nan
14,54,85,nan
14,54,86,nan
14,54,87,nan
14,54,88,nan
14,54,89,nan
14,54,90,nan
14,54,91,nan
14,54,92,nan
14,54,93,nan
14,54,94,nan
14,54,95,nan
14,54,96,nan
14,54,97,nan
14,54,98,nan
14,54,99,nan
14,55,0,nan
14,55,1,nan
14,55,2,nan
14,55,3,nan
14,55,4,nan
14,55,5,nan
14,55,6,nan
14,55,7,nan
14,55,8,nan
14,55,9,nan
14,55,10,nan
14,55,11,nan
14,55,12,nan
14,55,13,nan
14,55,14,nan
14,55,15,nan
14,55,16,nan
14,55,17,nan
14,55,18,nan
14,55,19,nan
14,55,20,nan
14,55,21,nan
14,55,22,nan
14,55,23,nan
14,55,24,nan
14,55,25,nan
14,55,26,nan
14,55,27,nan
14,55,28,nan
14,55,29,nan
14,55,30,nan
14,55,31,nan
14,55,32,nan
14,55,33,nan
14,55,34,nan
14,55,35,nan
14,55,36,nan
14,55,37,nan
14,55,38,nan
14,55,39,nan
14,55,40,nan
14,55,41,nan
14,55,42,nan
14,55,43,nan
14,55,44,nan
14,55,45,nan
14,55,46,nan
14,55,47,nan
14,55,48,nan
14,55,49,nan
14,55,50,nan
14,55,51,nan
14,55,52,nan
14,55,53,nan
14,55,54,nan
14,55,55,nan
14,55,56,nan
14,55,57,nan
14,55,58,nan
14,55,59,nan
14,55,60,nan
14,55,61,nan
14,55,62,nan
14,55,63,nan
14,55,64,nan
14,55,65,nan
14,55,66,nan
14,55,67,nan
14,55,68,nan
14,55,69,nan
14,55,70,nan
14,55,71,nan
14,55,72,nan
14,55,73,nan
14,55,74,nan
14,55,75,nan
14,55,76,nan
14,55,77,nan
14,55,78,nan
14,55,79,nan
14,55,80,nan
14,55,81,nan
14,55,82,nan
14,55,83,nan
14,55,84,nan
14,55,85,nan
14,55,86,nan
14,55,87,nan
14,55,88,nan
14,55,89,nan
14,55,90,nan
14,55,91,nan
14,55,92,nan
14,55,93,nan
14,55,94,nan
14,55,95,nan
14,55,96,nan
14,55,97,nan
14,55,98,nan
14,55,99,nan
14,56,0,nan
14,56,1,nan
14,56,2,nan
14,56,3,nan
14,56,4,nan
14,56,5,nan
14,56,6,nan
14,56,7,nan
14,56,8,nan
14,56,9,nan
14,56,10,nan
14,56,11,nan
14,56,12,nan
14,56,13,nan
14,56,14,nan
14,56,15,nan
14,56,16,nan
14,56,17,nan
14,56,18,nan
14,56,19,nan
14,56,20,nan
14,56,21,nan
14,56,22,nan
14,56,23,nan
14,56,24,nan
14,56,25,nan
14,56,26,nan
14,56,27,nan
14,56,28,nan
14,56,29,nan
14,56,30,nan
14,56,31,nan
14,56,32,nan
14,56,33,nan
14,56,34,nan
14,56,35,nan
14,56,36,nan
14,56,37,nan
14,56,38,nan
14,56,39,nan
14,56,40,nan
14,56,41,nan
14,56,42,nan
14,56,43,nan
14,56,44,nan
14,56,45,nan
14,56,46,nan
14,56,47,nan
14,56,48,nan
14,56,49,nan
14,56,50,nan
14,56,51,nan
14,56,52,nan
14,56,53,nan
14,56,54,nan
14,56,55,nan
14,56,56,nan
14,56,57,nan
14,56,58,nan
14,56,59,nan
14,56,60,nan
14,56,61,nan
14,56,62,nan
14,56,63,nan
14,56,64,nan
14,56,65,nan
14,56,66,nan
14,56,67,nan
14,56,68,nan
14,56,69,nan
14,56,70,nan
14,56,71,nan
14,56,72,nan
14,56,73,nan
14,56,74,nan
14,56,75,nan
14,56,76,nan
14,56,77,nan
14,56,78,nan
14,56,79,nan
14,56,80,nan
14,56,81,nan
14,56,82,nan
14,56,83,nan
14,56,84,nan
14,56,85,nan
14,56,86,nan
14,56,87,nan
14,56,88,nan
14,56,89,nan
14,56,90,nan
14,56,91,nan
14,56,92,nan
14,56,93,nan
14,56,94,nan
14,56,95,nan
14,56,96,nan
14,56,97,nan
14,56,98,nan
14,56,99,nan
14,57,0,nan
14,57,1,nan
14,57,2,nan
14,57,3,nan
14,57,4,nan
14,57,5,nan
14,57,6,nan
14,57,7,nan
14,57,8,nan
14,57,9,nan
14,57,10,nan
14,57,11,nan
14,57,12,nan
14,57,13,nan
14,57,14,nan
14,57,15,nan
14,57,16,nan
14,57,17,nan
14,57,18,nan
14,57,19,nan
14,57,20,nan
14,57,21,nan
14,57,22,nan
14,57,23,nan
14,57,24,nan
14,57,25,nan
14,57,26,nan
14,57,27,nan
14,57,28,nan
14,57,29,nan
14,57,30,nan
14,57,31,nan
14,57,32,nan
14,57,33,nan
14,57,34,nan
14,57,35,nan
14,57,36,nan
14,57,37,nan
14,57,38,nan
14,57,39,nan
14,57,40,nan
14,57,41,nan
14,57,42,nan
14,57,43,nan
14,57,44,nan
14,57,45,nan
14,57,46,nan
14,57,47,nan
14,57,48,nan
14,57,49,nan
14,57,50,nan
14,57,51,nan
14,57,52,nan
14,57,53,nan
14,57,54,nan
14,57,55,nan
14,57,56,nan
14,57,57,nan
14,57,58,nan
14,57,59,nan
14,57,60,nan
14,57,61,nan
14,57,62,nan
14,57,63,nan
14,57,64,nan
14,57,65,nan
14,57,66,nan
14,57,67,nan
14,57,68,nan
14,57,69,nan
14,57,70,nan
14,57,71,nan
14,57,72,nan
14,57,73,nan
14,57,74,nan
14,57,75,nan
14,57,76,nan
14,57,77,nan
14,57,78,nan
14,57,79,nan
14,57,80,nan
14,57,81,nan
14,57,82,nan
14,57,83,nan
14,57,84,nan
14,57,85,nan
14,57,86,nan
14,57,87,nan
14,57,88,nan
14,57,89,nan
14,57,90,nan
14,57,91,nan
14,57,92,nan
14,57,93,nan
14,57,94,nan
14,57,95,nan
14,57,96,nan
14,57,97,nan
14,57,98,nan
14,57,99,nan
14,58,0,nan
14,58,1,nan
14,58,2,nan
14,58,3,nan
14,58,4,nan
14,58,5,nan
14,58,6,nan
14,58,7,nan
14,58,8,nan
14,58,9,nan
14,58,10,nan
14,58,11,nan
14,58,12,nan
14,58,13,nan
14,58,14,nan
14,58,15,nan
14,58,16,nan
14,58,17,nan
14,58,18,nan
14,58,19,nan
14,58,20,nan
14,58,21,nan
14,58,22,nan
14,58,23,nan
14,58,24,nan
14,58,25,nan
14,58,26,nan
14,58,27,nan
14,58,28,nan
14,58,29,nan
14,58,30,nan
14,58,31,nan
14,58,32,nan
14,58,33,nan
14,58,34,nan
14,58,35,nan
14,58,36,nan
14,58,37,nan
14,58,38,nan
14,58,39,nan
14,58,40,nan
14,58,41,nan
14,58,42,nan
14,58,43,nan
14,58,44,nan
14,58,45,nan
14,58,46,nan
14,58,47,nan
14,58,48,nan
14,58,49,nan
14,58,50,nan
14,58,51,nan
14,58,52,nan
14,58,53,nan
14,58,54,nan
14,58,55,nan
14,58,56,nan
14,58,57,nan
14,58,58,nan
14,58,59,nan
14,58,60,nan
14,58,61,nan
14,58,62,nan
14,58,63,nan
14,58,64,nan
14,58,65,nan
14,58,66,nan
14,58,67,nan
14,58,68,nan
14,58,69,nan
14,58,70,nan
14,58,71,nan
14,58,72,nan
14,58,73,nan
14,58,74,nan
14,58,75,nan
14,58,76,nan
14,58,77,nan
14,58,78,nan
14,58,79,nan
14,58,80,nan
14,58,81,nan
14,58,82,nan
14,58,83,nan
14,58,84,nan
14,58,85,nan
14,58,86,nan
14,58,87,nan
14,58,88,nan
14,58,89,nan
14,58,90,nan
14,58,91,nan
14,58,92,nan
14,58,93,nan
14,58,94,nan
14,58,95,nan
14,58,96,nan
14,58,97,nan
14,58,98,nan
14,58,99,nan
14,59,0,nan
14,59,1,nan
14,59,2,nan
14,59,3,nan
14,59,4,nan
14,59,5,nan
14,59,6,nan
14,59,7,nan
14,59,8,nan
14,59,9,nan
14,59,10,nan
14,59,11,nan
14,59,12,nan
14,59,13,nan
14,59,14,nan
14,59,15,nan
14,59,16,nan
14,59,17,nan
14,59,18,nan
14,59,19,nan
14,59,20,nan
14,59,21,nan
14,59,22,nan
14,59,23,nan
14,59,24,nan
14,59,25,nan
14,59,26,nan
14,59,27,nan
14,59,28,nan
14,59,29,nan
14,59,30,nan
14,59,31,nan
14,59,32,nan
14,59,33,nan
14,59,34,nan
14,59,35,nan
14,59,36,nan
14,59,37,nan
14,59,38,nan
14,59,39,nan
14,59,40,nan
14,59,41,nan
14,59,42,nan
14,59,43,nan
14,59,44,nan
14,59,45,nan
14,59,46,nan
14,59,47,nan
14,59,48,nan
14,59,49,nan
14,59,50,nan
14,59,51,nan
14,59,52,nan
14,59,53,nan
14,59,54,nan
14,59,55,nan
14,59,56,nan
14,59,57,nan
14,59,58,nan
14,59,59,nan
14,59,60,nan
14,59,61,nan
14,59,62,nan
14,59,63,nan
14,59,64,nan
14,59,65,nan
14,59,66,nan
14,59,67,nan
14,59,68,nan
14,59,69,nan
14,59,70,nan
14,59,71,nan
14,59,72,nan
14,59,73,nan
14,59,74,nan
14,59,75,nan
14,59,76,nan
14,59,77,nan
14,59,78,nan
14,59,79,nan
14,59,80,nan
14,59,81,nan
14,59,82,nan
14,59,83,nan
14,59,84,nan
14,59,85,nan
14,59,86,nan
14,59,87,nan
14,59,88,nan
14,59,89,nan
14,59,90,nan
14,59,91,nan
14,59,92,nan
14,59,93,nan
14,59,94,nan
14,59,95,nan
14,59,96,nan
14,59,97,nan
14,59,98,nan
14,59,99,nan
14,60,0,nan
14,60,1,nan
14,60,2,nan
14,60,3,nan
14,60,4,nan
14,60,5,nan
14,60,6,nan
14,60,7,nan
14,60,8,nan
14,60,9,nan
14,60,10,nan
14,60,11,nan
14,60,12,nan
14,60,13,nan
14,60,14,nan
14,60,15,nan
14,60,16,nan
14,60,17,nan
14,60,18,nan
14,60,19,nan
14,60,20,nan
14,60,21,nan
14,60,22,nan
14,60,23,nan
14,60,24,nan
14,60,25,nan
14,60,26,nan
14,60,27,nan
14,60,28,nan
14,60,29,nan
14,60,30,nan
14,60,31,nan
14,60,32,nan
14,60,33,nan
14,60,34,nan
14,60,35,nan
14,60,36,nan
14,60,37,nan
14,60,38,nan
14,60,39,nan
14,60,40,nan
14,60,41,nan
14,60,42,nan
14,60,43,nan
14,60,44,nan
14,60,45,nan
14,60,46,nan
14,60,47,nan
14,60,48,nan
14,60,49,nan
14,60,50,nan
14,60,51,nan
14,60,52,nan
14,60,53,nan
14,60,54,nan
14,60,55,nan
14,60,56,nan
14,60,57,nan
14,60,58,nan
14,60,59,nan
14,60,60,nan
14,60,61,nan
14,60,62,nan
14,60,63,nan
14,60,64,nan
14,60,65,nan
14,60,66,nan
14,60,67,nan
14,60,68,nan
14,60,69,nan
14,60,70,nan
14,60,71,nan
14,60,72,nan
14,60,73,nan
14,60,74,nan
14,60,75,nan
14,60,76,nan
14,60,77,nan
14,60,78,nan
14,60,79,nan
14,60,80,nan
14,60,81,nan
14,60,82,nan
14,60,83,nan
14,60,84,nan
14,60,85,nan
14,60,86,nan
14,60,87,nan
14,60,88,nan
14,60,89,nan
14,60,90,nan
14,60,91,nan
14,60,92,nan
14,60,93,nan
14,60,94,nan
14,60,95,nan
14,60,96,nan
14,60,97,nan
14,60,98,nan
14,60,99,nan
14,61,0,nan
14,61,1,nan
14,61,2,nan
14,61,3,nan
14,61,4,nan
14,61,5,nan
14,61,6,nan
14,61,7,nan
14,61,8,nan
14,61,9,nan
14,61,10,nan
14,61,11,nan
14,61,12,nan
14,61,13,nan
14,61,14,nan
14,61,15,nan
14,61,16,nan
14,61,17,nan
14,61,18,nan
14,61,19,nan
14,61,20,nan
14,61,21,nan
14,61,22,nan
14,61,23,nan
14,61,24,nan
14,61,25,nan
14,61,26,nan
14,61,27,nan
14,61,28,nan
14,61,29,nan
14,61,30,nan
14,61,31,nan
14,61,32,nan
14,61,33,nan
14,61,34,nan
14,61,35,nan
14,61,36,nan
14,61,37,nan
14,61,38,nan
14,61,39,nan
14,61,40,nan
14,61,41,nan
14,61,42,nan
14,61,43,nan
14,61,44,nan
14,61,45,nan
14,61,46,nan
14,61,47,nan
14,61,48,nan
14,61,49,nan
14,61,50,nan
14,61,51,nan
14,61,52,nan
14,61,53,nan
14,61,54,nan
14,61,55,nan
14,61,56,nan
14,61,57,nan
14,61,58,nan
14,61,59,nan
14,61,60,nan
14,61,61,nan
14,61,62,nan
14,61,63,nan
14,61,64,nan
14,61,65,nan
14,61,66,nan
14,61,67,nan
14,61,68,nan
14,61,69,nan
14,61,70,nan
14,61,71,nan
14,61,72,nan
14,61,73,nan
14,61,74,nan
14,61,75,nan
14,61,76,nan
14,61,77,nan
14,61,78,nan
14,61,79,nan
14,61,80,nan
14,61,81,nan
14,61,82,nan
14,61,83,nan
14,61,84,nan
14,61,85,nan
14,61,86,nan
14,61,87,nan
14,61,88,nan
14,61,89,nan
14,61,90,nan
14,61,91,nan
14,61,92,nan
14,61,93,nan
14,61,94,nan
14,61,95,nan
14,61,96,nan
14,61,97,nan
14,61,98,nan
14,61,99,nan
14,62,0,nan
14,62,1,nan
14,62,2,nan
14,62,3,nan
14,62,4,nan
14,62,5,nan
14,62,6,nan
14,62,7,nan
14,62,8,nan
14,62,9,nan
14,62,10,nan
14,62,11,nan
14,62,12,nan
14,62,13,nan
14,62,14,nan
14,62,15,nan
14,62,16,nan
14,62,17,nan
14,62,18,nan
14,62,19,nan
14,62,20,nan
14,62,21,nan
14,62,22,nan
14,62,23,nan
14,62,24,nan
14,62,25,nan
14,62,26,nan
14,62,27,nan
14,62,28,nan
14,62,29,nan
14,62,30,nan
14,62,31,nan
14,62,32,nan
14,62,33,nan
14,62,34,nan
14,62,35,nan
14,62,36,nan
14,62,37,nan
14,62,38,nan
14,62,39,nan
14,62,40,nan
14,62,41,nan
14,62,42,nan
14,62,43,nan
14,62,44,nan
14,62,45,nan
14,62,46,nan
14,62,47,nan
14,62,48,nan
14,62,49,nan
14,62,50,nan
14,62,51,nan
14,62,52,nan
14,62,53,nan
14,62,54,nan
14,62,55,nan
14,62,56,nan
14,62,57,nan
14,62,58,nan
14,62,59,nan
14,62,60,nan
14,62,61,nan
14,62,62,nan
14,62,63,nan
14,62,64,nan
14,62,65,nan
14,62,66,nan
14,62,67,nan
14,62,68,nan
14,62,69,nan
14,62,70,nan
14,62,71,nan
14,62,72,nan
14,62,73,nan
14,62,74,nan
14,62,75,nan
14,62,76,nan
14,62,77,nan
14,62,78,nan
14,62,79,nan
14,62,80,nan
14,62,81,nan
14,62,82,nan
14,62,83,nan
14,62,84,nan
14,62,85,nan
14,62,86,nan
14,62,87,nan
14,62,88,nan
14,62,89,nan
14,62,90,nan
14,62,91,nan
14,62,92,nan
14,62,93,nan
14,62,94,nan
14,62,95,nan
14,62,96,nan
14,62,97,nan
14,62,98,nan
14,62,99,nan
14,63,0,nan
14,63,1,nan
14,63,2,nan
14,63,3,nan
14,63,4,nan
14,63,5,nan
14,63,6,nan
14,63,7,nan
14,63,8,nan
14,63,9,nan
14,63,10,nan
14,63,11,nan
14,63,12,nan
14,63,13,nan
14,63,14,nan
14,63,15,nan
14,63,16,nan
14,63,17,nan
14,63,18,nan
14,63,19,nan
14,63,20,nan
14,63,21,nan
14,63,22,nan
14,63,23,nan
14,63,24,nan
14,63,25,nan
14,63,26,nan
14,63,27,nan
14,63,28,nan
14,63,29,nan
14,63,30,nan
14,63,31,nan
14,63,32,nan
14,63,33,nan
14,63,34,nan
14,63,35,nan
14,63,36,nan
14,63,37,nan
14,63,38,nan
14,63,39,nan
14,63,40,nan
14,63,41,nan
14,63,42,nan
14,63,43,nan
14,63,44,nan
14,63,45,nan
14,63,46,nan
14,63,47,nan
14,63,48,nan
14,63,49,nan
14,63,50,nan
14,63,51,nan
14,63,52,nan
14,63,53,nan
14,63,54,nan
14,63,55,nan
14,63,56,nan
14,63,57,nan
14,63,58,nan
14,63,59,nan
14,63,60,nan
14,63,61,nan
14,63,62,nan
14,63,63,nan
14,63,64,nan
14,63,65,nan
14,63,66,nan
14,63,67,nan
14,63,68,nan
14,63,69,nan
14,63,70,nan
14,63,71,nan
14,63,72,nan
14,63,73,nan
14,63,74,nan
14,63,75,nan
14,63,76,nan
14,63,77,nan
14,63,78,nan
14,63,79,nan
14,63,80,nan
14,63,81,nan
14,63,82,nan
14,63,83,nan
14,63,84,nan
14,63,85,nan
14,63,86,nan
14,63,87,nan
14,63,88,nan
14,63,89,nan
14,63,90,nan
14,63,91,nan
14,63,92,nan
14,63,93,nan
14,63,94,nan
14,63,95,nan
14,63,96,nan
14,63,97,nan
14,63,98,nan
14,63,99,nan
14,64,0,nan
14,64,1,nan
14,64,2,nan
14,64,3,nan
14,64,4,nan
14,64,5,nan
14,64,6,nan
14,64,7,nan
14,64,8,nan
14,64,9,nan
14,64,10,nan
14,64,11,nan
14,64,12,nan
14,64,13,nan
14,64,14,nan
14,64,15,nan
14,64,16,nan
14,64,17,nan
14,64,18,nan
14,64,19,nan
14,64,20,nan
14,64,21,nan
14,64,22,nan
14,64,23,nan
14,64,24,nan
14,64,25,nan
14,64,26,nan
14,64,27,nan
14,64,28,nan
14,64,29,nan
14,64,30,nan
14,64,31,nan
14,64,32,nan
14,64,33,nan
14,64,34,nan
14,64,35,nan
14,64,36,nan
14,64,37,nan
14,64,38,nan
14,64,39,nan
14,64,40,nan
14,64,41,nan
14,64,42,nan
14,64,43,nan
14,64,44,nan
14,64,45,nan
14,64,46,nan
14,64,47,nan
14,64,48,nan
14,64,49,nan
14,64,50,nan
14,64,51,nan
14,64,52,nan
14,64,53,nan
14,64,54,nan
14,64,55,nan
14,64,56,nan
14,64,57,nan
14,64,58,nan
14,64,59,nan
14,64,60,nan
14,64,61,nan
14,64,62,nan
14,64,63,nan
14,64,64,nan
14,64,65,nan
14,64,66,nan
14,64,67,nan
14,64,68,nan
14,64,69,nan
14,64,70,nan
14,64,71,nan
14,64,72,nan
14,64,73,nan
14,64,74,nan
14,64,75,nan
14,64,76,nan
14,64,77,nan
14,64,78,nan
14,64,79,nan
14,64,80,nan
14,64,81,nan
14,64,82,nan
14,64,83,nan
