x,y,z,vx
0,3,11,nan
0,3,12,nan
0,3,13,nan
0,3,14,-5.49741571e+00
0,3,15,-5.28563444e+00
0,3,16,-5.25036840e+00
0,3,17,-5.30710175e+00
0,3,18,-5.42164351e+00
0,3,19,-5.64055943e+00
0,3,20,-6.47832471e+00
0,3,21,nan
0,3,22,nan
0,3,23,nan
0,3,24,nan
0,3,25,nan
0,3,26,nan
0,3,27,nan
0,3,28,nan
0,3,29,nan
0,3,30,nan
0,3,31,nan
0,3,32,nan
0,3,33,nan
0,3,34,nan
0,3,35,nan
0,3,36,nan
0,3,37,nan
0,3,38,nan
0,3,39,nan
0,3,40,nan
0,3,41,nan
0,3,42,nan
0,3,43,nan
0,3,44,nan
0,3,45,nan
0,3,46,nan
0,3,47,nan
0,3,48,nan
0,3,49,nan
0,3,50,nan
0,3,51,nan
0,3,52,nan
0,3,53,nan
0,3,54,nan
0,3,55,nan
0,3,56,nan
0,3,57,nan
0,3,58,nan
0,3,59,nan
0,3,60,nan
0,3,61,nan
0,3,62,nan
0,3,63,nan
0,3,64,nan
0,3,65,nan
0,3,66,nan
0,3,67,nan
0,3,68,nan
0,3,69,nan
0,3,70,nan
0,3,71,nan
0,3,72,nan
0,3,73,nan
0,3,74,nan
0,3,75,nan
0,3,76,nan
0,3,77,nan
0,3,78,nan
0,3,79,nan
0,3,80,nan
0,3,81,nan
0,3,82,nan
0,3,83,nan
0,3,84,nan
0,3,85,nan
0,3,86,nan
0,3,87,nan
0,3,88,-6.04712267e+00
0,3,89,-5.79991758e+00
0,3,90,-6.07180187e+00
0,3,91,nan
0,3,92,nan
0,3,93,nan
0,3,94,nan
0,3,95,nan
0,3,96,nan
0,3,97,nan
0,3,98,nan
0,3,99,nan
0,4,0,nan
0,4,1,nan
0,4,2,nan
0,4,3,nan
0,4,4,nan
0,4,5,nan
0,4,6,nan
0,4,7,nan
0,4,8,nan
0,4,9,nan
0,4,10,nan
0,4,11,nan
0,4,12,nan
0,4,13,-5.91752684e+00
0,4,14,-5.29027772e+00
0,4,15,-5.10394846e+00
0,4,16,-5.02809055e+00
0,4,17,-5.01894709e+00
0,4,18,-5.04256468e+00
0,4,19,-5.08171540e+00
0,4,20,-5.12050282e+00
0,4,21,-5.17199320e+00
0,4,22,-5.23197099e+00
0,4,23,-5.33538020e+00
0,4,24,-5.54926827e+00
0,4,25,-6.26270567e+00
0,4,26,nan
0,4,27,nan
0,4,28,nan
0,4,29,nan
0,4,30,nan
0,4,31,nan
0,4,32,nan
0,4,33,nan
0,4,34,nan
0,4,35,nan
0,4,36,nan
0,4,37,nan
0,4,38,nan
0,4,39,nan
0,4,40,nan
0,4,41,nan
0,4,42,nan
0,4,43,nan
0,4,44,nan
0,4,45,nan
0,4,46,nan
0,4,47,nan
0,4,48,nan
0,4,49,nan
0,4,50,nan
0,4,51,nan
0,4,52,nan
0,4,53,nan
0,4,54,nan
0,4,55,nan
0,4,56,nan
0,4,57,nan
0,4,58,nan
0,4,59,nan
0,4,60,nan
0,4,61,nan
0,4,62,nan
0,4,63,nan
0,4,64,nan
0,4,65,nan
0,4,66,nan
0,4,67,nan
0,4,68,nan
0,4,69,nan
0,4,70,nan
0,4,71,nan
0,4,72,nan
0,4,73,nan
0,4,74,nan
0,4,75,nan
0,4,76,nan
0,4,77,nan
0,4,78,nan
0,4,79,nan
0,4,80,nan
0,4,81,nan
0,4,82,nan
0,4,83,nan
0,4,84,nan
0,4,85,nan
0,4,86,nan
0,4,87,-5.34940189e+00
0,4,88,-5.11780985e+00
0,4,89,-5.06705176e+00
0,4,90,-5.09101096e+00
0,4,91,-5.18296021e+00
0,4,92,-5.34246667e+00
0,4,93,-5.53773145e+00
0,4,94,-5.77708610e+00
0,4,95,-5.95974977e+00
0,4,96,-6.14298775e+00
0,4,97,nan
0,4,98,nan
0,4,99,nan
0,5,0,nan
0,5,1,nan
0,5,2,nan
0,5,3,nan
0,5,4,nan
0,5,5,nan
0,5,6,nan
0,5,7,nan
0,5,8,nan
0,5,9,nan
0,5,10,nan
0,5,11,nan
0,5,12,nan
0,5,13,-5.76867885e+00
0,5,14,-5.24391621e+00
0,5,15,-5.06482442e+00
0,5,16,-4.97611251e+00
0,5,17,-4.93517271e+00
0,5,18,-4.92049215e+00
0,5,19,-4.91585443e+00
0,5,20,-4.91761501e+00
0,5,21,-4.92654459e+00
0,5,22,-4.94958131e+00
0,5,23,-4.99163254e+00
0,5,24,-5.05754255e+00
0,5,25,-5.17057425e+00
0,5,26,-5.34909719e+00
0,5,27,-5.86800998e+00
0,5,28,nan
0,5,29,nan
0,5,30,nan
0,5,31,nan
0,5,32,nan
0,5,33,nan
0,5,34,nan
0,5,35,nan
0,5,36,nan
0,5,37,nan
0,5,38,nan
0,5,39,nan
0,5,40,nan
0,5,41,nan
0,5,42,nan
0,5,43,nan
0,5,44,nan
0,5,45,nan
0,5,46,nan
0,5,47,nan
0,5,48,nan
0,5,49,nan
0,5,50,nan
0,5,51,nan
0,5,52,nan
0,5,53,nan
0,5,54,nan
0,5,55,nan
0,5,56,nan
0,5,57,nan
0,5,58,nan
0,5,59,nan
0,5,60,nan
0,5,61,nan
0,5,62,nan
0,5,63,nan
0,5,64,nan
0,5,65,nan
0,5,66,nan
0,5,67,nan
0,5,68,nan
0,5,69,nan
0,5,70,nan
0,5,71,nan
0,5,72,nan
0,5,73,nan
0,5,74,nan
0,5,75,nan
0,5,76,nan
0,5,77,nan
0,5,78,nan
0,5,79,nan
0,5,80,nan
0,5,81,nan
0,5,82,nan
0,5,83,nan
0,5,84,nan
0,5,85,nan
0,5,86,-5.44272395e+00
0,5,87,-5.07356703e+00
0,5,88,-4.96167267e+00
0,5,89,-4.94161499e+00
0,5,90,-4.96384049e+00
0,5,91,-5.03405559e+00
0,5,92,-5.14155534e+00
0,5,93,-5.26079128e+00
0,5,94,-5.37486249e+00
0,5,95,-5.44632571e+00
0,5,96,-5.48108290e+00
0,5,97,-5.56986315e+00
0,5,98,nan
0,5,99,nan
0,6,0,nan
0,6,1,nan
0,6,2,nan
0,6,3,nan
0,6,4,nan
0,6,5,nan
0,6,6,nan
0,6,7,nan
0,6,8,nan
0,6,9,nan
0,6,10,nan
0,6,11,nan
0,6,12,nan
0,6,13,-5.86073055e+00
0,6,14,-5.28028611e+00
0,6,15,-5.09250608e+00
0,6,16,-4.99668246e+00
0,6,17,-4.94047000e+00
0,6,18,-4.90222594e+00
0,6,19,-4.87585533e+00
0,6,20,-4.86512601e+00
0,6,21,-4.86881664e+00
0,6,22,-4.88938939e+00
0,6,23,-4.93391206e+00
0,6,24,-4.98340354e+00
0,6,25,-5.02722070e+00
0,6,26,-5.09435109e+00
0,6,27,-5.25652818e+00
0,6,28,-5.80199605e+00
0,6,29,nan
0,6,30,nan
0,6,31,nan
0,6,32,nan
0,6,33,nan
0,6,34,-6.34638213e+00
0,6,35,-6.10528925e+00
0,6,36,-6.75619282e+00
0,6,37,nan
0,6,38,nan
0,6,39,nan
0,6,40,nan
0,6,41,nan
0,6,42,nan
0,6,43,nan
0,6,44,nan
0,6,45,nan
0,6,46,nan
0,6,47,nan
0,6,48,nan
0,6,49,nan
0,6,50,nan
0,6,51,nan
0,6,52,nan
0,6,53,nan
0,6,54,nan
0,6,55,nan
0,6,56,nan
0,6,57,nan
0,6,58,nan
0,6,59,nan
0,6,60,nan
0,6,61,nan
0,6,62,nan
0,6,63,nan
0,6,64,nan
0,6,65,nan
0,6,66,nan
0,6,67,nan
0,6,68,nan
0,6,69,nan
0,6,70,nan
0,6,71,nan
0,6,72,nan
0,6,73,nan
0,6,74,nan
0,6,75,nan
0,6,76,nan
0,6,77,nan
0,6,78,nan
0,6,79,nan
0,6,80,nan
0,6,81,nan
0,6,82,nan
0,6,83,nan
0,6,84,nan
0,6,85,-6.02674600e+00
0,6,86,-5.22591032e+00
0,6,87,-5.01322839e+00
0,6,88,-4.94845005e+00
0,6,89,-4.94531581e+00
0,6,90,-4.98108814e+00
0,6,91,-5.06851427e+00
0,6,92,-5.19021322e+00
0,6,93,-5.31256131e+00
0,6,94,-5.39214215e+00
0,6,95,-5.40824708e+00
0,6,96,-5.40449526e+00
0,6,97,-5.43126753e+00
0,6,98,-5.79165807e+00
0,6,99,nan
0,7,0,nan
0,7,1,nan
0,7,2,nan
0,7,3,nan
0,7,4,nan
0,7,5,nan
0,7,6,nan
0,7,7,nan
0,7,8,nan
0,7,9,nan
0,7,10,nan
0,7,11,nan
0,7,12,nan
0,7,13,nan
0,7,14,-5.47118630e+00
0,7,15,-5.22843575e+00
0,7,16,-5.11039040e+00
0,7,17,-5.02156080e+00
0,7,18,-4.94792774e+00
0,7,19,-4.89989697e+00
0,7,20,-4.88151645e+00
0,7,21,-4.88420408e+00
0,7,22,-4.90975613e+00
0,7,23,-4.95678323e+00
0,7,24,-4.99791939e+00
0,7,25,-5.00509630e+00
0,7,26,-5.01583011e+00
0,7,27,-5.08157737e+00
0,7,28,-5.30558442e+00
0,7,29,-6.18292379e+00
0,7,30,nan
0,7,31,nan
0,7,32,nan
0,7,33,-5.70799340e+00
0,7,34,-5.34374876e+00
0,7,35,-5.27570362e+00
0,7,36,-5.30768494e+00
0,7,37,-5.47795052e+00
0,7,38,-6.24808097e+00
0,7,39,nan
0,7,40,nan
0,7,41,nan
0,7,42,nan
0,7,43,nan
0,7,44,nan
0,7,45,nan
0,7,46,nan
0,7,47,nan
0,7,48,nan
0,7,49,nan
0,7,50,nan
0,7,51,nan
0,7,52,nan
0,7,53,nan
0,7,54,nan
0,7,55,nan
0,7,56,nan
0,7,57,nan
0,7,58,nan
0,7,59,nan
0,7,60,nan
0,7,61,nan
0,7,62,nan
0,7,63,nan
0,7,64,nan
0,7,65,nan
0,7,66,nan
0,7,67,nan
0,7,68,nan
0,7,69,nan
0,7,70,nan
0,7,71,nan
0,7,72,nan
0,7,73,nan
0,7,74,nan
0,7,75,nan
0,7,76,nan
0,7,77,nan
0,7,78,nan
0,7,79,nan
0,7,80,nan
0,7,81,nan
0,7,82,nan
0,7,83,nan
0,7,84,nan
0,7,85,-5.55051399e+00
0,7,86,-5.19588360e+00
0,7,87,-5.03908523e+00
0,7,88,-4.99637545e+00
0,7,89,-5.01031468e+00
0,7,90,-5.08611885e+00
0,7,91,-5.24436223e+00
0,7,92,-5.43416608e+00
0,7,93,-5.55668075e+00
0,7,94,-5.53999296e+00
0,7,95,-5.47266557e+00
0,7,96,-5.40801223e+00
0,7,97,-5.38939893e+00
0,7,98,-5.52262436e+00
0,7,99,nan
0,8,0,-7.48681146e+00
0,8,1,nan
0,8,2,nan
0,8,3,nan
0,8,4,nan
0,8,5,nan
0,8,6,nan
0,8,7,nan
0,8,8,nan
0,8,9,nan
0,8,10,nan
0,8,11,nan
0,8,12,nan
0,8,13,nan
0,8,14,nan
0,8,15,-5.87241047e+00
0,8,16,-5.50514091e+00
0,8,17,-5.28073507e+00
0,8,18,-5.11151156e+00
0,8,19,-5.00392621e+00
0,8,20,-4.95896874e+00
0,8,21,-4.95471449e+00
0,8,22,-4.97839450e+00
0,8,23,-5.01839957e+00
0,8,24,-5.03698960e+00
0,8,25,-5.01718437e+00
0,8,26,-4.98529255e+00
0,8,27,-4.99314163e+00
0,8,28,-5.09717179e+00
0,8,29,-5.36454538e+00
0,8,30,-5.79351568e+00
0,8,31,-6.01748939e+00
0,8,32,-5.66370757e+00
0,8,33,-5.30570646e+00
0,8,34,-5.13130970e+00
0,8,35,-5.08648092e+00
0,8,36,-5.09976877e+00
0,8,37,-5.18539192e+00
0,8,38,-5.41777243e+00
0,8,39,-6.08901621e+00
0,8,40,nan
0,8,41,nan
0,8,42,nan
0,8,43,nan
0,8,44,nan
0,8,45,nan
0,8,46,nan
0,8,47,nan
0,8,48,nan
0,8,49,nan
0,8,50,nan
0,8,51,nan
0,8,52,nan
0,8,53,nan
0,8,54,nan
0,8,55,nan
0,8,56,nan
0,8,57,nan
0,8,58,nan
0,8,59,nan
0,8,60,nan
0,8,61,nan
0,8,62,nan
0,8,63,nan
0,8,64,nan
0,8,65,nan
0,8,66,nan
0,8,67,nan
0,8,68,nan
0,8,69,nan
0,8,70,nan
0,8,71,nan
0,8,72,nan
0,8,73,nan
0,8,74,nan
0,8,75,nan
0,8,76,nan
0,8,77,nan
0,8,78,nan
0,8,79,nan
0,8,80,nan
0,8,81,nan
0,8,82,nan
0,8,83,nan
0,8,84,-5.95970593e+00
0,8,85,-5.49158607e+00
0,8,86,-5.26330449e+00
0,8,87,-5.16746860e+00
0,8,88,-5.16837974e+00
0,8,89,-5.24434202e+00
0,8,90,-5.46580397e+00
0,8,91,-6.06332010e+00
0,8,92,nan
0,8,93,nan
0,8,94,-6.01367173e+00
0,8,95,-5.54353367e+00
0,8,96,-5.35618536e+00
0,8,97,-5.28273814e+00
0,8,98,-5.30438045e+00
0,8,99,-5.51801812e+00
0,9,0,-5.27601030e+00
0,9,1,-5.46154187e+00
0,9,2,-5.75608629e+00
0,9,3,-7.00159344e+00
0,9,4,nan
0,9,5,nan
0,9,6,nan
0,9,7,nan
0,9,8,nan
0,9,9,nan
0,9,10,nan
0,9,11,nan
0,9,12,nan
0,9,13,nan
0,9,14,nan
0,9,15,nan
0,9,16,nan
0,9,17,nan
0,9,18,-5.58136951e+00
0,9,19,-5.27561653e+00
0,9,20,-5.14924861e+00
0,9,21,-5.12140931e+00
0,9,22,-5.13551308e+00
0,9,23,-5.15137382e+00
0,9,24,-5.12937349e+00
0,9,25,-5.05156418e+00
0,9,26,-4.96750444e+00
0,9,27,-4.93512737e+00
0,9,28,-4.96851166e+00
0,9,29,-5.07217392e+00
0,9,30,-5.21603121e+00
0,9,31,-5.28085215e+00
0,9,32,-5.23835977e+00
0,9,33,-5.12625896e+00
0,9,34,-5.04485514e+00
0,9,35,-5.02146636e+00
0,9,36,-5.04101571e+00
0,9,37,-5.09032040e+00
0,9,38,-5.21660246e+00
0,9,39,-5.49769509e+00
0,9,40,-6.31804421e+00
0,9,41,nan
0,9,42,nan
0,9,43,nan
0,9,44,nan
0,9,45,nan
0,9,46,nan
0,9,47,nan
0,9,48,nan
0,9,49,nan
0,9,50,nan
0,9,51,nan
0,9,52,nan
0,9,53,nan
0,9,54,nan
0,9,55,nan
0,9,56,nan
0,9,57,nan
0,9,58,nan
0,9,59,nan
0,9,60,nan
0,9,61,nan
0,9,62,nan
0,9,63,nan
0,9,64,nan
0,9,65,nan
0,9,66,nan
0,9,67,nan
0,9,68,nan
0,9,69,nan
0,9,70,nan
0,9,71,nan
0,9,72,nan
0,9,73,nan
0,9,74,nan
0,9,75,nan
0,9,76,nan
0,9,77,nan
0,9,78,nan
0,9,79,nan
0,9,80,nan
0,9,81,nan
0,9,82,nan
0,9,83,-6.47649799e+00
0,9,84,-5.86648715e+00
0,9,85,-5.65993974e+00
0,9,86,-5.58784526e+00
0,9,87,-5.63040290e+00
0,9,88,-5.80997517e+00
0,9,89,nan
0,9,90,nan
0,9,91,nan
0,9,92,nan
0,9,93,nan
0,9,94,nan
0,9,95,-5.52398800e+00
0,9,96,-5.25425226e+00
0,9,97,-5.13654394e+00
0,9,98,-5.11679810e+00
0,9,99,-5.16326652e+00
0,10,0,-5.01244574e+00
0,10,1,-5.05503068e+00
0,10,2,-5.09607528e+00
0,10,3,-5.13869036e+00
0,10,4,-5.21171466e+00
0,10,5,-5.46004007e+00
0,10,6,nan
0,10,7,nan
0,10,8,nan
0,10,9,nan
0,10,10,nan
0,10,11,nan
0,10,12,nan
0,10,13,nan
0,10,14,nan
0,10,15,nan
0,10,16,nan
0,10,17,nan
0,10,18,nan
0,10,19,-5.98063176e+00
0,10,20,-5.54778867e+00
0,10,21,-5.44669750e+00
0,10,22,-5.43475161e+00
0,10,23,-5.40810500e+00
0,10,24,-5.31491720e+00
0,10,25,-5.12487557e+00
0,10,26,-4.96773950e+00
0,10,27,-4.89359568e+00
0,10,28,-4.89085386e+00
0,10,29,-4.92811857e+00
0,10,30,-4.99077628e+00
0,10,31,-5.03918235e+00
0,10,32,-5.04681343e+00
0,10,33,-5.03021255e+00
0,10,34,-5.01386852e+00
0,10,35,-5.01391580e+00
0,10,36,-5.03346856e+00
0,10,37,-5.06643512e+00
0,10,38,-5.14478053e+00
0,10,39,-5.29852369e+00
0,10,40,-5.56036316e+00
0,10,41,-6.55403882e+00
0,10,42,nan
0,10,43,nan
0,10,44,nan
0,10,45,nan
0,10,46,nan
0,10,47,nan
0,10,48,nan
0,10,49,nan
0,10,50,nan
0,10,51,nan
0,10,52,nan
0,10,53,nan
0,10,54,nan
0,10,55,nan
0,10,56,nan
0,10,57,nan
0,10,58,nan
0,10,59,nan
0,10,60,nan
0,10,61,nan
0,10,62,nan
0,10,63,nan
0,10,64,nan
0,10,65,nan
0,10,66,nan
0,10,67,nan
0,10,68,nan
0,10,69,nan
0,10,70,nan
0,10,71,nan
0,10,72,nan
0,10,73,nan
0,10,74,nan
0,10,75,nan
0,10,76,nan
0,10,77,nan
0,10,78,nan
0,10,79,nan
0,10,80,nan
0,10,81,nan
0,10,82,nan
0,10,83,-6.91589560e+00
0,10,84,-7.44675255e+00
0,10,85,nan
0,10,86,nan
0,10,87,nan
0,10,88,nan
0,10,89,nan
0,10,90,nan
0,10,91,nan
0,10,92,nan
0,10,93,nan
0,10,94,nan
0,10,95,-5.41459903e+00
0,10,96,-5.13505717e+00
0,10,97,-5.01252050e+00
0,10,98,-4.97489735e+00
0,10,99,-4.98308829e+00
0,11,0,-4.90744126e+00
0,11,1,-4.93561703e+00
0,11,2,-4.95987198e+00
0,11,3,-4.97250585e+00
0,11,4,-4.98291893e+00
0,11,5,-5.05572420e+00
0,11,6,-5.32400438e+00
0,11,7,nan
0,11,8,nan
0,11,9,nan
0,11,10,nan
0,11,11,nan
0,11,12,nan
0,11,13,nan
0,11,14,nan
0,11,15,nan
0,11,16,nan
0,11,17,nan
0,11,18,nan
0,11,19,nan
0,11,20,nan
0,11,21,-6.28368929e+00
0,11,22,-6.13624091e+00
0,11,23,-5.93611974e+00
0,11,24,-5.56971610e+00
0,11,25,-5.21361382e+00
0,11,26,-4.98641669e+00
0,11,27,-4.87291054e+00
0,11,28,-4.84218042e+00
0,11,29,-4.85269699e+00
0,11,30,-4.88565406e+00
0,11,31,-4.92744599e+00
0,11,32,-4.95598780e+00
0,11,33,-4.97556235e+00
0,11,34,-5.00295342e+00
0,11,35,-5.01935516e+00
0,11,36,-5.04464059e+00
0,11,37,-5.07179717e+00
0,11,38,-5.11252958e+00
0,11,39,-5.18198386e+00
0,11,40,-5.28409739e+00
0,11,41,-5.47733940e+00
0,11,42,nan
0,11,43,nan
0,11,44,nan
0,11,45,nan
0,11,46,nan
0,11,47,nan
0,11,48,nan
0,11,49,nan
0,11,50,nan
0,11,51,nan
0,11,52,nan
0,11,53,nan
0,11,54,nan
0,11,55,nan
0,11,56,nan
0,11,57,nan
0,11,58,nan
0,11,59,nan
0,11,60,nan
0,11,61,nan
0,11,62,nan
0,11,63,nan
0,11,64,nan
0,11,65,nan
0,11,66,nan
0,11,67,nan
0,11,68,nan
0,11,69,nan
0,11,70,nan
0,11,71,nan
0,11,72,nan
0,11,73,nan
0,11,74,nan
0,11,75,nan
0,11,76,nan
0,11,77,nan
0,11,78,nan
0,11,79,nan
0,11,80,nan
0,11,81,nan
0,11,82,nan
0,11,83,nan
0,11,84,nan
0,11,85,nan
0,11,86,nan
0,11,87,nan
0,11,88,nan
0,11,89,nan
0,11,90,nan
0,11,91,nan
0,11,92,nan
0,11,93,nan
0,11,94,-5.80925915e+00
0,11,95,-5.24655513e+00
0,11,96,-5.03539078e+00
0,11,97,-4.93262262e+00
0,11,98,-4.89269842e+00
0,11,99,-4.88994946e+00
0,12,0,-4.88174328e+00
0,12,1,-4.92521655e+00
0,12,2,-4.95272146e+00
0,12,3,-4.95371510e+00
0,12,4,-4.94807388e+00
0,12,5,-4.97127550e+00
0,12,6,-5.09806719e+00
0,12,7,-5.57738418e+00
0,12,8,nan
0,12,9,nan
0,12,10,nan
0,12,11,nan
0,12,12,nan
0,12,13,nan
0,12,14,nan
0,12,15,nan
0,12,16,nan
0,12,17,nan
0,12,18,nan
0,12,19,nan
0,12,20,nan
0,12,21,nan
0,12,22,nan
0,12,23,-6.76596966e+00
0,12,24,-5.70680982e+00
0,12,25,-5.24509491e+00
0,12,26,-4.99127464e+00
0,12,27,-4.86104388e+00
0,12,28,-4.81483495e+00
0,12,29,-4.81532895e+00
0,12,30,-4.83824497e+00
0,12,31,-4.87294732e+00
0,12,32,-4.90704276e+00
0,12,33,-4.94200161e+00
0,12,34,-4.98656099e+00
0,12,35,-5.02132423e+00
0,12,36,-5.04446247e+00
0,12,37,-5.06406603e+00
0,12,38,-5.08464604e+00
0,12,39,-5.10144546e+00
0,12,40,-5.12440177e+00
0,12,41,-5.20883486e+00
0,12,42,-5.70546949e+00
0,12,43,nan
0,12,44,nan
0,12,45,nan
0,12,46,nan
0,12,47,nan
0,12,48,nan
0,12,49,nan
0,12,50,nan
0,12,51,nan
0,12,52,nan
0,12,53,nan
0,12,54,nan
0,12,55,nan
0,12,56,nan
0,12,57,nan
0,12,58,nan
0,12,59,nan
0,12,60,nan
0,12,61,nan
0,12,62,nan
0,12,63,nan
0,12,64,nan
0,12,65,nan
0,12,66,nan
0,12,67,nan
0,12,68,nan
0,12,69,nan
0,12,70,nan
0,12,71,nan
0,12,72,nan
0,12,73,nan
0,12,74,nan
0,12,75,nan
0,12,76,nan
0,12,77,nan
0,12,78,nan
0,12,79,nan
0,12,80,nan
0,12,81,nan
0,12,82,nan
0,12,83,nan
0,12,84,nan
0,12,85,nan
0,12,86,nan
0,12,87,nan
0,12,88,nan
0,12,89,nan
0,12,90,nan
0,12,91,nan
0,12,92,nan
0,12,93,-6.26781807e+00
0,12,94,-5.30545702e+00
0,12,95,-5.06357872e+00
0,12,96,-4.94046553e+00
0,12,97,-4.87668667e+00
0,12,98,-4.85040034e+00
0,12,99,-4.85238939e+00
0,13,0,-4.88803596e+00
0,13,1,-4.95743974e+00
0,13,2,-4.99830202e+00
0,13,3,-4.99721446e+00
0,13,4,-4.97911678e+00
