x,y,z,vz
0,10,51,nan
0,10,52,nan
0,10,53,nan
0,10,54,nan
0,10,55,nan
0,10,56,nan
0,10,57,nan
0,10,58,nan
0,10,59,nan
0,10,60,nan
0,10,61,nan
0,10,62,nan
0,10,63,nan
0,10,64,nan
0,10,65,nan
0,10,66,nan
0,10,67,nan
0,10,68,nan
0,10,69,nan
0,10,70,nan
0,10,71,nan
0,10,72,nan
0,10,73,nan
0,10,74,nan
0,10,75,nan
0,10,76,nan
0,10,77,nan
0,10,78,nan
0,10,79,nan
0,10,80,nan
0,10,81,nan
0,10,82,nan
0,10,83,nan
0,10,84,nan
0,10,85,nan
0,10,86,nan
0,10,87,nan
0,10,88,nan
0,10,89,nan
0,10,90,nan
0,10,91,nan
0,10,92,nan
0,10,93,nan
0,10,94,nan
0,10,95,nan
0,10,96,nan
0,10,97,nan
0,10,98,nan
0,10,99,nan
0,11,0,nan
0,11,1,-4.54887965e+00
0,11,2,-4.25596692e+00
0,11,3,-4.11587377e+00
0,11,4,-4.04403963e+00
0,11,5,-4.01071048e+00
